difficulty,image,romanized,,audio_recording,translation_hanzi,topic,pronunciation_hanzi,explanation,id,created_date,updated_date,created_by_id,created_by,is_sample
beginner,,mayim,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%9E%D7%99%D7%9D.m4a,מים,水,food,蚂蚁么,,6a3d76bf9ab921c25ea16545,2026-06-25 18:43:12,2026-06-25 20:34:19,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,mazgan,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%9E%D7%96%D7%92%D7%9F.m4a,מזגן,空调,daily,玛兹干,,6a3ea657eba303645aaa3d9b,2026-06-28 15:28:43,2026-06-28 15:28:43,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,me‘od,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%9E%D7%90%D7%95%D7%93.m4a,מאוד,很,daily,梅奥德,,6a3ea657eba303645aaa3d76,2026-06-28 12:11:24,2026-06-28 12:11:24,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,melafefon,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%9E%D7%9C%D7%A4%D7%A4%D7%95%D7%9F.m4a,מלפפון,黄瓜,food,梅拉费丰,,6a3ea657eba303645aaa3dba,2026-06-28 16:00:00,2026-06-28 16:00:00,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,mena’el,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%9E%D7%A0%D7%94%D7%9C.m4a,מנהל,经理,work,梅纳赫尔,,6a3ea657eba303645aaa3da8,2026-06-28 15:28:43,2026-06-28 15:28:43,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,mis‘ada,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%9E%D7%A1%D7%A2%D7%93%D7%94.m4a,מסעדה,餐厅,food,米斯阿达,,6a3ea657eba303645aaa3d9e,2026-06-28 15:28:43,2026-06-28 15:28:43,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,mishpacha,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%9E%D7%A9%D7%A4%D7%97%D7%94.m4a,משפחה,家庭,daily,米什帕哈,,6a3ea657eba303645aaa3d8d,2026-06-28 15:24:00,2026-06-28 15:24:00,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,mishtara,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%9E%D7%A9%D7%98%D7%A8%D7%94.m4a,משטרה,警察,emergency,米什塔拉,,6a3ea657eba303645aaa3da5,2026-06-28 15:28:43,2026-06-28 15:28:43,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,misrad,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%9E%D7%A9%D7%A8%D7%93.m4a,משרד,办公室,work,米斯拉德,,6a3ea657eba303645aaa3da7,2026-06-28 15:28:43,2026-06-28 15:28:43,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,mits,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%9E%D7%99%D7%A5.m4a,מיץ,果汁,food,米茨,,6a3ea657eba303645aaa3dc6,2026-06-28 16:00:00,2026-06-28 16:00:00,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,mutar,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%9E%D7%95%D7%AA%D7%A8.m4a,מותר,允许,rules,穆塔尔,,6a3ea657eba303645aaa3dae,2026-06-28 15:28:43,2026-06-28 15:28:43,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,of,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%A2%D7%95%D7%A3.m4a,עוף,鸡肉,food,奥夫,,6a3ea657eba303645aaa3db4,2026-06-28 16:00:00,2026-06-28 16:00:00,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,ohel,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%90%D7%95%D7%9B%D7%9C.m4a,אוכל,食物 / 吃,food,奥赫尔,,6a3ea657eba303645aaa3d90,2026-06-28 15:24:00,2026-06-28 15:24:00,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,olech,[link removed]%D7%94%D7%95%D7%9C%D7%9A.m4a,הולך,去 / 走路,daily,霍列赫,,6a3ea657eba303645aaa3d77,2026-06-28 12:11:24,2026-06-28 12:11:24,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,orez,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%90%D7%95%D7%A8%D7%96.m4a,אורז,米饭,food,奥雷兹,,6a3ea657eba303645aaa3dbe,2026-06-28 16:00:00,2026-06-28 16:00:00,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,otobus,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%90%D7%95%D7%98%D7%95%D7%91%D7%95%D7%A1.m4a,אוטובוס,公交车,transportation,奥托布斯,,6a3ea657eba303645aaa3d99,2026-06-28 15:24:00,2026-06-28 15:24:00,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,po,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%A4%D7%94.m4a,פה,这里,daily,坡,,6a3ea657eba303645aaa3d87,2026-06-28 15:24:00,2026-06-28 15:24:00,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,pri,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%A4%D7%A8%D7%99.m4a,פרי,水果,food,普里,,6a3ea657eba303645aaa3dc2,2026-06-28 16:00:00,2026-06-28 16:00:00,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,rakevet,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%A8%D7%9B%D7%91%D7%AA.m4a,רכבת,火车,transportation,拉凯维特,,6a3ea657eba303645aaa3d9a,2026-06-28 15:24:00,2026-06-28 15:24:00,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,rehov,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%A8%D7%97%D7%95%D7%91.m4a,רחוב,街道,directions,惹霍夫,,6a3ea657eba303645aaa3d9f,2026-06-28 15:28:43,2026-06-28 15:28:43,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,rofe,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%A8%D7%95%D7%A4%D7%90.m4a,רופא,医生,health,罗非,,6a3ea657eba303645aaa3d8f,2026-06-28 15:24:00,2026-06-28 15:24:00,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,sababa,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%A1%D7%91%D7%91%D7%94.m4a,סבבה,好的 / 没问题,slang,萨巴巴,"非常常用的口语，表示同意或感觉不错。例如：别人提议去吃饭，回答 ""sababa"" (好的/没问题)；问你感觉如何，回答 ""sababa"" (挺好的)。",6a3ea657eba303645aaa3d8a,2026-06-28 15:24:00,2026-06-28 15:24:00,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,sakana,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%A1%D7%9B%D7%A0%D7%94.m4a,סכנה,危险,emergency,萨卡纳,,6a3ea657eba303645aaa3daf,2026-06-28 15:28:43,2026-06-28 15:28:43,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,salat,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%A1%D7%9C%D7%98.m4a,סלט,沙拉,food,萨拉特,,6a3ea657eba303645aaa3dc0,2026-06-28 16:00:00,2026-06-28 16:00:00,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,same’ah,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%A9%D7%9E%D7%97.m4a,שמח,高兴 / 快乐 （男的）,daily,萨梅阿赫,,6a3ea657eba303645aaa3d70,2026-06-28 12:11:24,2026-06-28 12:11:24,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,shalom,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%A9%D7%9C%D7%95%D7%9D.m4a,שלום,你好 （和平）,greetings,沙罗么,"这个词既可以表示'你好'，也可以表示'再见'，还有'和平'的意思。根据上下文判断。
以色列人也会常常说“嗨”。",6a3d76bf9ab921c25ea16540,2026-06-25 18:43:12,2026-06-25 20:23:41,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,shalosh,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%A9%D7%9C%D7%95%D7%A9.m4a,שלוש,三,numbers,沙洛什,,,2026-06-28 15:38:07,2026-06-28 15:38:07,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,sham,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%A9%D7%9D.m4a,שם,那里,daily,沙姆,,6a3ea657eba303645aaa3d88,2026-06-28 15:24:00,2026-06-28 15:24:00,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,shekel,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%A9%D7%A7%D7%9C.m4a,שקל,谢克尔 (货币),money,谢克尔,,6a3ea657eba303645aaa3d9d,2026-06-28 15:28:43,2026-06-28 15:28:43,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,shesh,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%A9%D7%A9.m4a,שש,六,numbers,谢什,在以色列，不像在中国可以用单手比划数字（比如6到10），在这里比划大于5的数字需要用双手。,,2026-06-28 15:38:07,2026-06-28 15:38:07,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,sheva,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%A9%D7%91%D7%A2.m4a,שבע,七,numbers,谢瓦,在以色列，不像在中国可以用单手比划数字（比如6到10），在这里比划大于5的数字需要用双手。,,2026-06-28 15:38:07,2026-06-28 15:38:07,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,shmonei,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%A9%D7%9E%D7%95%D7%A0%D7%94.m4a,שמונה,八,numbers,什莫内,在以色列，不像在中国可以用单手比划数字（比如6到10），在这里比划大于5的数字需要用双手。,,2026-06-28 15:38:07,2026-06-28 15:38:07,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,shtayim,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%A9%D7%AA%D7%99%D7%99%D7%9D.m4a,שתיים,二,numbers,什塔伊姆,,,2026-06-28 15:38:07,2026-06-28 15:38:07,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,shuk,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%A9%D7%95%D7%A7.m4a,שוק,市场,shopping,舒克,,6a3ea657eba303645aaa3da3,2026-06-28 15:28:43,2026-06-28 15:28:43,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,shum,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%A9%D7%95%D7%9D.m4a,שום,大蒜,food,舒姆,,6a3ea657eba303645aaa3dbd,2026-06-28 16:00:00,2026-06-28 16:00:00,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,sliha,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%A1%D7%9C%D7%99%D7%97%D7%94.m4a,סליחה,对不起 / 不好意思 / 抱歉,greetings,斯利哈,"既可以表示'对不起'，也可以用来引起注意。例如：不小心撞到人说 ""sliha"" (对不起)；问路时说 ""sliha, eifo..."" (请问，...在哪里)。",6a3d76bf9ab921c25ea16544,2026-06-25 18:43:12,2026-06-25 20:32:19,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,smeha,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%A9%D7%9E%D7%97%D7%94.m4a,שמחה,高兴 / 快乐 （女的）,daily,斯梅哈,,6a3ea657eba303645aaa3d71,2026-06-28 12:11:24,2026-06-28 12:11:24,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,smola,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%A9%D7%9E%D7%90%D7%9C%D7%94.m4a,שמאלה,左边,directions,斯莫拉,,6a3ea657eba303645aaa3d98,2026-06-28 15:24:00,2026-06-28 15:24:00,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,tapu’ah,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%AA%D7%A4%D7%95%D7%97.m4a,תפוח,苹果,food,塔普阿赫,,6a3ea657eba303645aaa3db7,2026-06-28 16:00:00,2026-06-28 16:00:00,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,tapu‘ah adama,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%AA%D7%A4%D7%95%D7%97%20%D7%90%D7%93%D7%9E%D7%94.m4a,תפוח אדמה,土豆,food,塔普阿赫 阿达玛,,6a3ea657eba303645aaa3dc1,2026-06-28 16:00:00,2026-06-28 16:00:00,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,te,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%AA%D7%94.m4a,תה,茶,food,特,,6a3ea657eba303645aaa3dc5,2026-06-28 16:00:00,2026-06-28 16:00:00,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,teisha,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%AA%D7%A9%D7%A2.m4a,תשע,九,numbers,特沙,在以色列，不像在中国可以用单手比划数字（比如6到10），在这里比划大于5的数字需要用双手。,,2026-06-28 15:38:07,2026-06-28 15:38:07,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,toda,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%AA%D7%95%D7%93%D7%94.m4a,תודה,谢谢,greetings,托达,”多谢“ 是 “托达 拉吧” toda raba. ,6a3d76bf9ab921c25ea16541,2026-06-25 18:43:12,2026-06-25 20:23:05,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,tov,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%98%D7%95%D7%91.m4a,טוב,好 / 行 ,daily,,,6a3ea657eba303645aaa3d6e,2026-06-26 16:18:32,2026-06-26 16:18:32,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,tsa’o ra yim to vim,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%A6%D7%94%D7%A8%D7%99%D7%99%D7%9D%20%D7%98%D7%95%D7%91%D7%99%D7%9D.m4a,צהריים טובים,中午好 / 下午好,greetings,草拉伊么 托vim,这个有点儿难，不过其实很多人就会说“沙罗么”,6a3ea546164232c12539930f,2026-06-26 16:13:58,2026-06-26 16:13:58,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,uga,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%A2%D7%95%D7%92%D7%94.m4a,עוגה,蛋糕,food,乌加,,6a3ea657eba303645aaa3dc7,2026-06-28 16:00:00,2026-06-28 16:00:00,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,yafa,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%99%D7%A4%D7%94.m4a,יפה,漂亮 （女的）,daily,雅法,,6a3ea657eba303645aaa3d84,2026-06-28 12:11:24,2026-06-28 12:11:24,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,yafe,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%99%D7%A4%D7%94.m4a,יפה,漂亮 （男的） / 很好,daily,雅菲,,6a3ea657eba303645aaa3d82,2026-06-28 12:11:24,2026-06-28 12:11:24,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,yalla,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%99%D7%90%D7%9C%D7%9C%D7%94.m4a,יאללה,走吧 / 快点,slang,雅拉,"根据语气有多种意思：可以催促 ""nu, yalla!"" (快点，走吧)；可以表示结束 ""yalla, zehu"" (好了，就这样)；也可以道别 ""yalla bye"" (拜拜)。",6a3ea657eba303645aaa3d8b,2026-06-28 15:24:00,2026-06-28 15:24:00,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,yashar,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%99%D7%A9%D7%A8.m4a,ישר,直走,directions,雅沙尔,,6a3ea657eba303645aaa3d96,2026-06-28 15:24:00,2026-06-28 15:24:00,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,yemina,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%99%D7%9E%D7%99%D7%A0%D7%94.m4a,ימינה,右边,directions,耶米纳,,6a3ea657eba303645aaa3d97,2026-06-28 15:24:00,2026-06-28 15:24:00,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,yerek,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%99%D7%A9%D7%A8.m4a,ירק,蔬菜,food,耶雷克,,6a3ea657eba303645aaa3dc3,2026-06-28 16:00:00,2026-06-28 16:00:00,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,kol hakavod,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%9B%D7%9C%20%D7%94%D7%9B%D7%91%D7%95%D7%93.m4a,כל הכבוד,干得好 / 太棒了,slang,科尔 哈卡沃德,,f00000000000000000000001,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,sahtein,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%A1%D7%97%D7%AA%D7%99%D7%99%D7%9F.m4a,סחתיין,漂亮 / 干得漂亮,slang,萨赫坦,,f00000000000000000000002,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,super,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%A1%D7%95%D7%A4%D7%A8.m4a,סופר,超市,daily,苏佩尔,,f00000000000000000000003,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,bevakasha,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%91%D7%91%D7%A7%D7%A9%D7%94.m4a,בבקשה,请 / 不客气,greetings,贝瓦卡沙,,f00000000000000000000005,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,ma shlomcha,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%9E%D7%94%20%D7%A9%D7%9C%D7%95%D7%9E%D7%9A.m4a,מה שלומך,你好吗 (对男),greetings,玛 什洛姆哈,,f00000000000000000000006,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,me'ule,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%9E%D7%A2%D7%95%D7%9C%D7%94.m4a,מעולה,极好,daily,梅乌列,,f00000000000000000000007,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,beseder,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%91%D7%A1%D7%93%D7%A8.m4a,בסדר,好的 / 没问题,daily,贝塞德尔,,f00000000000000000000008,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,nachon,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%A0%D7%9B%D7%95%D7%9F.m4a,נכון,对的,daily,纳洪,,f00000000000000000000010,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,yofi,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%99%D7%95%D7%A4%D7%99.m4a,יופי,太好了 / 漂亮,daily,约菲,,f00000000000000000000011,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,eifo,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%90%D7%99%D7%A4%D7%94.m4a,איפה,在哪里,daily,埃佛,,f00000000000000000000012,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,matai,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%9E%D7%AA%D7%99.m4a,מתי,什么时候,daily,玛泰,,f00000000000000000000013,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,lama,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%9C%D7%9E%D7%94.m4a,למה,为什么,daily,拉玛,,f00000000000000000000014,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,eich,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%90%D7%99%D7%9A.m4a,איך,怎么,daily,埃赫,,f00000000000000000000015,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,mi,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%9E%D7%99.m4a,מי,谁,daily,米,,f00000000000000000000016,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,mah,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%9E%D7%94.m4a,מה,什么,daily,玛,,f00000000000000000000017,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,ahshav,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%A2%D7%9B%D7%A9%D7%99%D7%95.m4a,עכשיו,现在,daily,阿赫沙夫,,f00000000000000000000019,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
beginner,,yom,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%99%D7%95%D7%9D.m4a,יום,天,daily,约姆,,f00000000000000000000020,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
intermediate,,po'el,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%A4%D7%95%D7%A2%D7%9C.m4a,פועל,工人,work,坡埃尔,,f00000000000000000000021,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
intermediate,,kablan,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%A7%D7%91%D7%9C%D7%9F.m4a,קבלן,承包商,work,卡布兰,,f00000000000000000000022,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
intermediate,,zehirut,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%96%D7%94%D7%99%D7%A8%D7%95%D7%AA.m4a,זהירות,小心,rules,泽希鲁特,,f00000000000000000000024,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
intermediate,,betihut,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%91%D7%98%D7%99%D7%97%D7%95%D7%AA.m4a,בטיחות,安全,rules,贝蒂胡特,,f00000000000000000000025,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
intermediate,,kova,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%9B%D7%95%D7%91%D7%A2.m4a,כובע,帽子 (安全帽),work,科瓦,,f00000000000000000000026,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
intermediate,,keilim,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%9B%D7%9C%D7%99%D7%9D.m4a,כלים,工具,work,凯林,,f00000000000000000000029,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
intermediate,,patish,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%A4%D7%98%D7%99%D7%A9.m4a,פטיש,锤子,work,帕蒂什,,f00000000000000000000030,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
intermediate,,masmer,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%9E%D7%A1%D7%9E%D7%A8.m4a,מסמר,钉子,work,玛斯梅尔,,f00000000000000000000031,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
intermediate,,binyan,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%91%D7%A0%D7%99%D7%99%D7%9F.m4a,בניין,建筑,work,宾扬,,f00000000000000000000032,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
intermediate,,atar,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%90%D7%AA%D7%A8.m4a,אתר,工地,work,阿塔尔,,f00000000000000000000033,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
intermediate,,hafsaqah,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%94%D7%A4%D7%A1%D7%A7%D7%94.m4a,הפסקה,休息,work,哈夫萨卡,,f00000000000000000000034,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
intermediate,,mishmeret,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%9E%D7%A9%D7%9E%D7%A8%D7%AA.m4a,משמרת,班次,work,米什梅列特,,f00000000000000000000035,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
intermediate,,beit cholim,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%91%D7%99%D7%AA%20%D7%97%D7%95%D7%9C%D7%99%D7%9D.m4a,בית חולים,医院,health,贝特 霍林,,f00000000000000000000038,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
intermediate,,mirpa'a,https://github.com/fflushmail/xibo/raw/refs/heads/main/%D7%9E%D7%A8%D7%A4%D7%90%D7%94.m4a,מרפאה,诊所,health,米尔帕阿,,f00000000000000000000039,2026-07-21 17:14:40,2026-07-21 17:14:40,6a3d744fb60a7a4c61d29100,elianahaddad12@gmail.com,FALSE
